Time	Mass	U	W	C	Density	A_Density	Tkness	Radius	x	y	z
32.15000000	69544.18389715	0.01734178	0.03750224	0.00005034	1029.14332144	1029.13850978	0.01033434	45.62220501	22.59769634	4.82597725	-587.39628865
32.15416667	69559.88936700	0.01734331	0.03748231	0.00005033	1029.14332038	1029.13850881	0.01032997	45.63699508	22.60203198	4.82629537	-587.38691558
32.15833333	69575.60982473	0.01734484	0.03746238	0.00005032	1029.14331932	1029.13850784	0.01032561	45.65179703	22.60636800	4.82661331	-587.37754749
32.16250000	69591.34530310	0.01734638	0.03744245	0.00005031	1029.14331825	1029.13850688	0.01032124	45.66661088	22.61070440	4.82693106	-587.36818439
32.16666667	69607.09583496	0.01734791	0.03742252	0.00005030	1029.14331719	1029.13850591	0.01031688	45.68143663	22.61504118	4.82724862	-587.35882627
32.17083333	69622.86145326	0.01734944	0.03740258	0.00005029	1029.14331612	1029.13850494	0.01031251	45.69627431	22.61937835	4.82756599	-587.34947313
32.17500000	69638.64219102	0.01735098	0.03738265	0.00005028	1029.14331506	1029.13850398	0.01030815	45.71112394	22.62371591	4.82788318	-587.34012498
32.17916667	69654.43808134	0.01735251	0.03736271	0.00005026	1029.14331399	1029.13850301	0.01030379	45.72598554	22.62805384	4.82820018	-587.33078181
32.18333333	69670.24915743	0.01735405	0.03734277	0.00005025	1029.14331292	1029.13850205	0.01029943	45.74085911	22.63239216	4.82851700	-587.32144362
32.18750000	69686.07545256	0.01735559	0.03732283	0.00005024	1029.14331186	1029.13850108	0.01029506	45.75574469	22.63673087	4.82883362	-587.31211042
32.19166667	69701.91700011	0.01735712	0.03730289	0.00005023	1029.14331079	1029.13850012	0.01029070	45.77064228	22.64106996	4.82915006	-587.30278221
32.19583333	69717.77383353	0.01735866	0.03728295	0.00005022	1029.14330972	1029.13849915	0.01028634	45.78555192	22.64540943	4.82946631	-587.29345898
32.20000000	69733.64598637	0.01736020	0.03726300	0.00005021	1029.14330865	1029.13849819	0.01028198	45.80047360	22.64974929	4.82978238	-587.28414073
32.20416667	69749.53349226	0.01736174	0.03724306	0.00005020	1029.14330758	1029.13849723	0.01027762	45.81540736	22.65408953	4.83009825	-587.27482748
32.20833333	69765.43638492	0.01736329	0.03722311	0.00005018	1029.14330650	1029.13849627	0.01027326	45.83035321	22.65843016	4.83041394	-587.26551921
32.21250000	69781.35469817	0.01736483	0.03720316	0.00005017	1029.14330543	1029.13849531	0.01026890	45.84531117	22.66277117	4.83072944	-587.25621592
32.21666667	69797.28846588	0.01736637	0.03718321	0.00005016	1029.14330436	1029.13849435	0.01026454	45.86028126	22.66711257	4.83104475	-587.24691763
32.22083333	69813.23772206	0.01736792	0.03716326	0.00005015	1029.14330328	1029.13849338	0.01026018	45.87526350	22.67145436	4.83135988	-587.23762432
32.22500000	69829.20250077	0.01736946	0.03714331	0.00005014	1029.14330221	1029.13849242	0.01025582	45.89025790	22.67579653	4.83167481	-587.22833600
32.22916667	69845.18283618	0.01737101	0.03712335	0.00005013	1029.14330113	1029.13849147	0.01025146	45.90526448	22.68013909	4.83198956	-587.21905267
32.23333333	69861.17876254	0.01737255	0.03710339	0.00005012	1029.14330005	1029.13849051	0.01024710	45.92028327	22.68448203	4.83230412	-587.20977432
32.23750000	69877.19031420	0.01737410	0.03708344	0.00005010	1029.14329898	1029.13848955	0.01024274	45.93531428	22.68882537	4.83261849	-587.20050097
32.24166667	69893.21752558	0.01737565	0.03706348	0.00005009	1029.14329790	1029.13848859	0.01023839	45.95035752	22.69316909	4.83293267	-587.19123261
32.24583333	69909.26043120	0.01737720	0.03704352	0.00005008	1029.14329682	1029.13848763	0.01023403	45.96541303	22.69751319	4.83324666	-587.18196923
32.25000000	69925.31906569	0.01737875	0.03702355	0.00005007	1029.14329574	1029.13848668	0.01022967	45.98048080	22.70185769	4.83356046	-587.17271085
32.25416667	69941.39346374	0.01738030	0.03700359	0.00005006	1029.14329466	1029.13848572	0.01022532	45.99556088	22.70620257	4.83387407	-587.16345746
32.25833333	69957.48366015	0.01738186	0.03698362	0.00005005	1029.14329358	1029.13848476	0.01022096	46.01065327	22.71054784	4.83418750	-587.15420905
32.26250000	69973.58968980	0.01738341	0.03696366	0.00005004	1029.14329250	1029.13848381	0.01021660	46.02575799	22.71489350	4.83450073	-587.14496564
32.26666667	69989.71158767	0.01738496	0.03694369	0.00005002	1029.14329141	1029.13848285	0.01021225	46.04087506	22.71923954	4.83481378	-587.13572723
32.27083333	70005.84938883	0.01738652	0.03692372	0.00005001	1029.14329033	1029.13848190	0.01020789	46.05600450	22.72358598	4.83512664	-587.12649380
32.27500000	70022.00312845	0.01738808	0.03690375	0.00005000	1029.14328924	1029.13848095	0.01020354	46.07114633	22.72793280	4.83543930	-587.11726537
32.27916667	70038.17284176	0.01738963	0.03688377	0.00004999	1029.14328816	1029.13847999	0.01019918	46.08630057	22.73228001	4.83575178	-587.10804193
32.28333333	70054.35856412	0.01739119	0.03686380	0.00004998	1029.14328707	1029.13847904	0.01019483	46.10146723	22.73662762	4.83606406	-587.09882348
32.28750000	70070.56033097	0.01739275	0.03684382	0.00004997	1029.14328599	1029.13847809	0.01019048	46.11664634	22.74097561	4.83637616	-587.08961003
32.29166667	70086.77817783	0.01739431	0.03682385	0.00004995	1029.14328490	1029.13847714	0.01018612	46.13183791	22.74532399	4.83668807	-587.08040157
32.29583333	70103.01214034	0.01739587	0.03680387	0.00004994	1029.14328381	1029.13847619	0.01018177	46.14704197	22.74967277	4.83699978	-587.07119811
32.30000000	70119.26225421	0.01739743	0.03678389	0.00004993	1029.14328272	1029.13847524	0.01017742	46.16225853	22.75402193	4.83731131	-587.06199964
32.30416667	70135.52855524	0.01739900	0.03676390	0.00004992	1029.14328163	1029.13847429	0.01017306	46.17748761	22.75837148	4.83762264	-587.05280616
32.30833333	70151.81107936	0.01740056	0.03674392	0.00004991	1029.14328054	1029.13847334	0.01016871	46.19272924	22.76272143	4.83793378	-587.04361768
32.31250000	70168.10986255	0.01740212	0.03672393	0.00004990	1029.14327945	1029.13847239	0.01016436	46.20798342	22.76707176	4.83824474	-587.03443420
32.31666667	70184.42494091	0.01740369	0.03670395	0.00004988	1029.14327835	1029.13847144	0.01016001	46.22325018	22.77142249	4.83855550	-587.02525572
32.32083333	70200.75635063	0.01740526	0.03668396	0.00004987	1029.14327726	1029.13847049	0.01015566	46.23852954	22.77577361	4.83886607	-587.01608223
32.32500000	70217.10412800	0.01740682	0.03666397	0.00004986	1029.14327617	1029.13846954	0.01015131	46.25382152	22.78012512	4.83917645	-587.00691374
32.32916667	70233.46830939	0.01740839	0.03664398	0.00004985	1029.14327507	1029.13846860	0.01014696	46.26912614	22.78447702	4.83948664	-586.99775025
32.33333333	70249.84893129	0.01740996	0.03662398	0.00004984	1029.14327397	1029.13846765	0.01014261	46.28444341	22.78882931	4.83979664	-586.98859175
32.33750000	70266.24603025	0.01741153	0.03660399	0.00004983	1029.14327288	1029.13846670	0.01013826	46.29977336	22.79318200	4.84010644	-586.97943826
32.34166667	70282.65964296	0.01741310	0.03658399	0.00004982	1029.14327178	1029.13846576	0.01013391	46.31511601	22.79753508	4.84041606	-586.97028976
32.34583333	70299.08980618	0.01741468	0.03656399	0.00004980	1029.14327068	1029.13846481	0.01012956	46.33047137	22.80188855	4.84072548	-586.96114626
32.35000000	70315.53655676	0.01741625	0.03654399	0.00004979	1029.14326958	1029.13846387	0.01012521	46.34583946	22.80624242	4.84103471	-586.95200776
32.35416667	70331.99993166	0.01741782	0.03652399	0.00004978	1029.14326848	1029.13846293	0.01012086	46.36122031	22.81059668	4.84134375	-586.94287426
32.35833333	70348.47996794	0.01741940	0.03650399	0.00004977	1029.14326738	1029.13846198	0.01011652	46.37661393	22.81495133	4.84165259	-586.93374576
32.36250000	70364.97670276	0.01742098	0.03648399	0.00004976	1029.14326628	1029.13846104	0.01011217	46.39202035	22.81930638	4.84196125	-586.92462227
32.36666667	70381.49017336	0.01742255	0.03646398	0.00004975	1029.14326518	1029.13846010	0.01010782	46.40743958	22.82366182	4.84226971	-586.91550377
32.37083333	70398.02041709	0.01742413	0.03644397	0.00004973	1029.14326407	1029.13845915	0.01010347	46.42287164	22.82801765	4.84257798	-586.90639028
32.37500000	70414.56747140	0.01742571	0.03642396	0.00004972	1029.14326297	1029.13845821	0.01009913	46.43831655	22.83237388	4.84288605	-586.89728179
32.37916667	70431.13137384	0.01742729	0.03640395	0.00004971	1029.14326186	1029.13845727	0.01009478	46.45377434	22.83673051	4.84319394	-586.88817830
32.38333333	70447.71216205	0.01742887	0.03638394	0.00004970	1029.14326076	1029.13845633	0.01009044	46.46924502	22.84108753	4.84350163	-586.87907981
32.38750000	70464.30987378	0.01743045	0.03636393	0.00004969	1029.14325965	1029.13845539	0.01008609	46.48472861	22.84544494	4.84380912	-586.86998633
32.39166667	70480.92454686	0.01743204	0.03634391	0.00004967	1029.14325854	1029.13845445	0.01008175	46.50022514	22.84980276	4.84411643	-586.86089785
32.39583333	70497.55621924	0.01743362	0.03632389	0.00004966	1029.14325744	1029.13845352	0.01007740	46.51573461	22.85416096	4.84442354	-586.85181437
32.40000000	70514.20492897	0.01743521	0.03630388	0.00004965	1029.14325633	1029.13845258	0.01007306	46.53125706	22.85851957	4.84473046	-586.84273590
32.40416667	70530.87071419	0.01743679	0.03628385	0.00004964	1029.14325522	1029.13845164	0.01006871	46.54679250	22.86287857	4.84503718	-586.83366243
32.40833333	70547.55361315	0.01743838	0.03626383	0.00004963	1029.14325411	1029.13845070	0.01006437	46.56234095	22.86723796	4.84534371	-586.82459397
32.41250000	70564.25366418	0.01743997	0.03624381	0.00004962	1029.14325299	1029.13844977	0.01006003	46.57790243	22.87159776	4.84565005	-586.81553052
32.41666667	70580.97090574	0.01744156	0.03622378	0.00004960	1029.14325188	1029.13844883	0.01005569	46.59347697	22.87595795	4.84595619	-586.80647207
32.42083333	70597.70537637	0.01744315	0.03620376	0.00004959	1029.14325077	1029.13844789	0.01005134	46.60906458	22.88031853	4.84626214	-586.79741863
32.42500000	70614.45711473	0.01744474	0.03618373	0.00004958	1029.14324965	1029.13844696	0.01004700	46.62466528	22.88467952	4.84656789	-586.78837019
32.42916667	70631.22615957	0.01744633	0.03616370	0.00004957	1029.14324854	1029.13844602	0.01004266	46.64027910	22.88904090	4.84687345	-586.77932676
32.43333333	70648.01254973	0.01744792	0.03614367	0.00004956	1029.14324742	1029.13844509	0.01003832	46.65590605	22.89340268	4.84717882	-586.77028834
32.43750000	70664.81632418	0.01744952	0.03612363	0.00004955	1029.14324631	1029.13844416	0.01003398	46.67154615	22.89776486	4.84748399	-586.76125493
32.44166667	70681.63752198	0.01745111	0.03610360	0.00004953	1029.14324519	1029.13844322	0.01002964	46.68719942	22.90212744	4.84778897	-586.75222653
32.44583333	70698.47618229	0.01745271	0.03608356	0.00004952	1029.14324407	1029.13844229	0.01002530	46.70286590	22.90649042	4.84809375	-586.74320313
32.45000000	70715.33234438	0.01745430	0.03606352	0.00004951	1029.14324295	1029.13844136	0.01002096	46.71854558	22.91085380	4.84839834	-586.73418475
32.45416667	70732.20604761	0.01745590	0.03604348	0.00004950	1029.14324183	1029.13844043	0.01001662	46.73423850	22.91521757	4.84870273	-586.72517137
32.45833333	70749.09733146	0.01745750	0.03602344	0.00004949	1029.14324071	1029.13843950	0.01001228	46.74994468	22.91958175	4.84900692	-586.71616301
32.46250000	70766.00623551	0.01745910	0.03600340	0.00004947	1029.14323959	1029.13843857	0.01000794	46.76566414	22.92394632	4.84931093	-586.70715965
32.46666667	70782.93279945	0.01746070	0.03598335	0.00004946	1029.14323846	1029.13843764	0.01000360	46.78139689	22.92831130	4.84961473	-586.69816131
32.47083333	70799.87706305	0.01746231	0.03596330	0.00004945	1029.14323734	1029.13843671	0.00999927	46.79714296	22.93267667	4.84991834	-586.68916798
32.47500000	70816.83906622	0.01746391	0.03594325	0.00004944	1029.14323621	1029.13843578	0.00999493	46.81290237	22.93704245	4.85022176	-586.68017966
32.47916667	70833.81884895	0.01746551	0.03592320	0.00004943	1029.14323509	1029.13843485	0.00999059	46.82867514	22.94140863	4.85052498	-586.67119635
32.48333333	70850.81645135	0.01746712	0.03590315	0.00004942	1029.14323396	1029.13843392	0.00998626	46.84446129	22.94577521	4.85082800	-586.66221806
32.48750000	70867.83191363	0.01746872	0.03588310	0.00004940	1029.14323283	1029.13843299	0.00998192	46.86026084	22.95014219	4.85113082	-586.65324478
32.49166667	70884.86527611	0.01747033	0.03586304	0.00004939	1029.14323171	1029.13843207	0.00997758	46.87607381	22.95450957	4.85143346	-586.64427651
32.49583333	70901.91657921	0.01747194	0.03584299	0.00004938	1029.14323058	1029.13843114	0.00997325	46.89190022	22.95887735	4.85173589	-586.63531326
32.50000000	70918.98586345	0.01747355	0.03582293	0.00004937	1029.14322945	1029.13843022	0.00996891	46.90774010	22.96324554	4.85203813	-586.62635502
32.50416667	70936.07316949	0.01747516	0.03580287	0.00004936	1029.14322832	1029.13842929	0.00996458	46.92359347	22.96761413	4.85234017	-586.61740179
32.50833333	70953.17853806	0.01747677	0.03578280	0.00004934	1029.14322719	1029.13842837	0.00996024	46.93946034	22.97198312	4.85264201	-586.60845359
32.51250000	70970.30201002	0.01747838	0.03576274	0.00004933	1029.14322605	1029.13842744	0.00995591	46.95534073	22.97635251	4.85294366	-586.59951039
32.51666667	70987.44362632	0.01748000	0.03574267	0.00004932	1029.14322492	1029.13842652	0.00995158	46.97123468	22.98072231	4.85324511	-586.59057222
32.52083333	71004.60342805	0.01748161	0.03572261	0.00004931	1029.14322378	1029.13842560	0.00994724	46.98714219	22.98509251	4.85354636	-586.58163906
32.52500000	71021.78145638	0.01748323	0.03570254	0.00004930	1029.14322265	1029.13842467	0.00994291	47.00306330	22.98946312	4.85384742	-586.57271091
32.52916667	71038.97775260	0.01748484	0.03568247	0.00004928	1029.14322151	1029.13842375	0.00993858	47.01899802	22.99383413	4.85414828	-586.56378779
32.53333333	71056.19235810	0.01748646	0.03566239	0.00004927	1029.14322038	1029.13842283	0.00993425	47.03494637	22.99820554	4.85444894	-586.55486968
32.53750000	71073.42531440	0.01748808	0.03564232	0.00004926	1029.14321924	1029.13842191	0.00992992	47.05090837	23.00257736	4.85474940	-586.54595659
32.54166667	71090.67666310	0.01748970	0.03562224	0.00004925	1029.14321810	1029.13842099	0.00992558	47.06688405	23.00694958	4.85504967	-586.53704852
32.54583333	71107.94644594	0.01749132	0.03560217	0.00004924	1029.14321696	1029.13842007	0.00992125	47.08287343	23.01132221	4.85534974	-586.52814547
32.55000000	71125.23470476	0.01749294	0.03558209	0.00004922	1029.14321582	1029.13841915	0.00991692	47.09887653	23.01569524	4.85564961	-586.51924744
32.55416667	71142.54148150	0.01749457	0.03556200	0.00004921	1029.14321468	1029.13841823	0.00991259	47.11489336	23.02006868	4.85594928	-586.51035443
32.55833333	71159.86681823	0.01749619	0.03554192	0.00004920	1029.14321354	1029.13841731	0.00990826	47.13092396	23.02444252	4.85624875	-586.50146644
32.56250000	71177.21075711	0.01749782	0.03552184	0.00004919	1029.14321239	1029.13841639	0.00990393	47.14696834	23.02881677	4.85654803	-586.49258347
32.56666667	71194.57334044	0.01749944	0.03550175	0.00004918	1029.14321125	1029.13841547	0.00989961	47.16302653	23.03319143	4.85684710	-586.48370552
32.57083333	71211.95461059	0.01750107	0.03548166	0.00004917	1029.14321010	1029.13841456	0.00989528	47.17909854	23.03756650	4.85714598	-586.47483259
32.57500000	71229.35461010	0.01750270	0.03546157	0.00004915	1029.14320896	1029.13841364	0.00989095	47.19518440	23.04194197	4.85744466	-586.46596469
32.57916667	71246.77338156	0.01750433	0.03544148	0.00004914	1029.14320781	1029.13841273	0.00988662	47.21128414	23.04631784	4.85774314	-586.45710181
32.58333333	71264.21096773	0.01750596	0.03542139	0.00004913	1029.14320666	1029.13841181	0.00988229	47.22739776	23.05069413	4.85804142	-586.44824395
32.58750000	71281.66741144	0.01750759	0.03540129	0.00004912	1029.14320551	1029.13841090	0.00987797	47.24352530	23.05507082	4.85833950	-586.43939112
32.59166667	71299.14275565	0.01750922	0.03538119	0.00004910	1029.14320436	1029.13840998	0.00987364	47.25966677	23.05944792	4.85863738	-586.43054331
32.59583333	71316.63704345	0.01751086	0.03536109	0.00004909	1029.14320321	1029.13840907	0.00986931	47.27582220	23.06382543	4.85893506	-586.42170052
32.60000000	71334.15031802	0.01751249	0.03534099	0.00004908	1029.14320206	1029.13840815	0.00986499	47.29199161	23.06820335	4.85923255	-586.41286276
32.60416667	71351.68262266	0.01751413	0.03532089	0.00004907	1029.14320091	1029.13840724	0.00986066	47.30817502	23.07258168	4.85952983	-586.40403002
32.60833333	71369.23400080	0.01751576	0.03530079	0.00004906	1029.14319976	1029.13840633	0.00985634	47.32437245	23.07696042	4.85982691	-586.39520231
32.61250000	71386.80449596	0.01751740	0.03528068	0.00004904	1029.14319860	1029.13840542	0.00985201	47.34058393	23.08133956	4.86012379	-586.38637963
32.61666667	71404.39415180	0.01751904	0.03526057	0.00004903	1029.14319745	1029.13840451	0.00984769	47.35680948	23.08571912	4.86042048	-586.37756197
32.62083333	71422.00301208	0.01752068	0.03524046	0.00004902	1029.14319629	1029.13840360	0.00984337	47.37304911	23.09009908	4.86071696	-586.36874935
32.62500000	71439.63112068	0.01752232	0.03522035	0.00004901	1029.14319513	1029.13840268	0.00983904	47.38930286	23.09447946	4.86101324	-586.35994174
32.62916667	71457.27852161	0.01752396	0.03520024	0.00004900	1029.14319398	1029.13840178	0.00983472	47.40557075	23.09886024	4.86130932	-586.35113917
32.63333333	71474.94525897	0.01752561	0.03518012	0.00004898	1029.14319282	1029.13840087	0.00983040	47.42185279	23.10324144	4.86160520	-586.34234163
32.63750000	71492.63137699	0.01752725	0.03516001	0.00004897	1029.14319166	1029.13839996	0.00982608	47.43814900	23.10762305	4.86190088	-586.33354911
32.64166667	71510.33692004	0.01752890	0.03513989	0.00004896	1029.14319050	1029.13839905	0.00982175	47.45445942	23.11200507	4.86219636	-586.32476162
32.64583333	71528.06193257	0.01753055	0.03511977	0.00004895	1029.14318933	1029.13839814	0.00981743	47.47078407	23.11638750	4.86249163	-586.31597917
32.65000000	71545.80645917	0.01753219	0.03509964	0.00004894	1029.14318817	1029.13839723	0.00981311	47.48712296	23.12077034	4.86278671	-586.30720174
32.65416667	71563.57054454	0.01753384	0.03507952	0.00004892	1029.14318701	1029.13839633	0.00980879	47.50347612	23.12515359	4.86308158	-586.29842935
32.65833333	71581.35423350	0.01753549	0.03505939	0.00004891	1029.14318584	1029.13839542	0.00980447	47.51984357	23.12953726	4.86337625	-586.28966198
32.66250000	71599.15757101	0.01753714	0.03503926	0.00004890	1029.14318468	1029.13839452	0.00980015	47.53622533	23.13392134	4.86367072	-586.28089965
32.66666667	71616.98060211	0.01753880	0.03501913	0.00004889	1029.14318351	1029.13839361	0.00979583	47.55262143	23.13830583	4.86396499	-586.27214235
32.67083333	71634.82337198	0.01754045	0.03499900	0.00004887	1029.14318234	1029.13839271	0.00979152	47.56903189	23.14269074	4.86425906	-586.26339008
32.67500000	71652.68592594	0.01754210	0.03497887	0.00004886	1029.14318118	1029.13839180	0.00978720	47.58545673	23.14707606	4.86455292	-586.25464285
32.67916667	71670.56830939	0.01754376	0.03495873	0.00004885	1029.14318001	1029.13839090	0.00978288	47.60189597	23.15146179	4.86484658	-586.24590065
32.68333333	71688.47056789	0.01754542	0.03493860	0.00004884	1029.14317884	1029.13839000	0.00977856	47.61834965	23.15584794	4.86514004	-586.23716348
32.68750000	71706.39274709	0.01754708	0.03491846	0.00004883	1029.14317766	1029.13838909	0.00977424	47.63481777	23.16023450	4.86543330	-586.22843135
32.69166667	71724.33489277	0.01754874	0.03489832	0.00004881	1029.14317649	1029.13838819	0.00976993	47.65130037	23.16462148	4.86572635	-586.21970425
32.69583333	71742.29705085	0.01755040	0.03487817	0.00004880	1029.14317532	1029.13838729	0.00976561	47.66779746	23.16900887	4.86601920	-586.21098219
32.70000000	71760.27926734	0.01755206	0.03485803	0.00004879	1029.14317415	1029.13838639	0.00976130	47.68430907	23.17339667	4.86631185	-586.20226517
32.70416667	71778.28158840	0.01755372	0.03483788	0.00004878	1029.14317297	1029.13838549	0.00975698	47.70083523	23.17778490	4.86660430	-586.19355318
32.70833333	71796.30406030	0.01755538	0.03481773	0.00004876	1029.14317179	1029.13838459	0.00975267	47.71737595	23.18217353	4.86689654	-586.18484623
32.71250000	71814.34672944	0.01755705	0.03479758	0.00004875	1029.14317062	1029.13838369	0.00974835	47.73393126	23.18656259	4.86718857	-586.17614431
32.71666667	71832.40964233	0.01755871	0.03477743	0.00004874	1029.14316944	1029.13838279	0.00974404	47.75050118	23.19095206	4.86748041	-586.16744744
32.72083333	71850.49284562	0.01756038	0.03475728	0.00004873	1029.14316826	1029.13838189	0.00973972	47.76708573	23.19534194	4.86777204	-586.15875560
32.72500000	71868.59638607	0.01756205	0.03473712	0.00004872	1029.14316708	1029.13838100	0.00973541	47.78368494	23.19973225	4.86806346	-586.15006880
32.72916667	71886.72031056	0.01756372	0.03471696	0.00004870	1029.14316590	1029.13838010	0.00973110	47.80029884	23.20412297	4.86835469	-586.14138704
32.73333333	71904.86466613	0.01756539	0.03469680	0.00004869	1029.14316472	1029.13837920	0.00972678	47.81692744	23.20851411	4.86864570	-586.13271032
32.73750000	71923.02949990	0.01756706	0.03467664	0.00004868	1029.14316354	1029.13837831	0.00972247	47.83357076	23.21290567	4.86893652	-586.12403864
32.74166667	71941.21485914	0.01756874	0.03465648	0.00004867	1029.14316235	1029.13837741	0.00971816	47.85022884	23.21729764	4.86922713	-586.11537200
32.74583333	71959.42079125	0.01757041	0.03463631	0.00004865	1029.14316117	1029.13837652	0.00971385	47.86690170	23.22169003	4.86951753	-586.10671040
32.75000000	71977.64734373	0.01757208	0.03461615	0.00004864	1029.14315998	1029.13837562	0.00970954	47.88358935	23.22608284	4.86980773	-586.09805384
32.75416667	71995.89456423	0.01757376	0.03459598	0.00004863	1029.14315880	1029.13837473	0.00970523	47.90029182	23.23047608	4.87009773	-586.08940232
32.75833333	72014.16250052	0.01757544	0.03457581	0.00004862	1029.14315761	1029.13837383	0.00970092	47.91700914	23.23486973	4.87038751	-586.08075585
32.76250000	72032.45120049	0.01757712	0.03455563	0.00004861	1029.14315642	1029.13837294	0.00969661	47.93374133	23.23926380	4.87067710	-586.07211442
32.76666667	72050.76071217	0.01757880	0.03453546	0.00004859	1029.14315523	1029.13837205	0.00969230	47.95048841	23.24365828	4.87096648	-586.06347804
32.77083333	72069.09108371	0.01758048	0.03451528	0.00004858	1029.14315404	1029.13837116	0.00968799	47.96725041	23.24805319	4.87125565	-586.05484669
32.77500000	72087.44236339	0.01758216	0.03449510	0.00004857	1029.14315285	1029.13837026	0.00968368	47.98402735	23.25244852	4.87154462	-586.04622040
32.77916667	72105.81459962	0.01758384	0.03447492	0.00004856	1029.14315165	1029.13836937	0.00967938	48.00081926	23.25684427	4.87183338	-586.03759914
32.78333333	72124.20784092	0.01758553	0.03445474	0.00004854	1029.14315046	1029.13836848	0.00967507	48.01762615	23.26124045	4.87212194	-586.02898294
32.78750000	72142.62213597	0.01758722	0.03443455	0.00004853	1029.14314927	1029.13836759	0.00967076	48.03444805	23.26563704	4.87241029	-586.02037178
32.79166667	72161.05753356	0.01758890	0.03441437	0.00004852	1029.14314807	1029.13836670	0.00966645	48.05128499	23.27003405	4.87269843	-586.01176566
32.79583333	72179.51408262	0.01759059	0.03439418	0.00004851	1029.14314687	1029.13836582	0.00966215	48.06813699	23.27443149	4.87298636	-586.00316459
32.80000000	72197.99183219	0.01759228	0.03437399	0.00004849	1029.14314568	1029.13836493	0.00965784	48.08500408	23.27882935	4.87327409	-585.99456857
32.80416667	72216.49083145	0.01759397	0.03435379	0.00004848	1029.14314448	1029.13836404	0.00965354	48.10188627	23.28322763	4.87356162	-585.98597760
32.80833333	72235.01112974	0.01759566	0.03433360	0.00004847	1029.14314328	1029.13836315	0.00964923	48.11878360	23.28762634	4.87384893	-585.97739168
32.81250000	72253.55277648	0.01759736	0.03431340	0.00004846	1029.14314208	1029.13836227	0.00964493	48.13569608	23.29202546	4.87413604	-585.96881080
32.81666667	72272.11582126	0.01759905	0.03429320	0.00004844	1029.14314088	1029.13836138	0.00964063	48.15262374	23.29642501	4.87442295	-585.96023498
32.82083333	72290.70031378	0.01760075	0.03427300	0.00004843	1029.14313967	1029.13836049	0.00963632	48.16956661	23.30082499	4.87470964	-585.95166420
32.82500000	72309.30630389	0.01760244	0.03425280	0.00004842	1029.14313847	1029.13835961	0.00963202	48.18652471	23.30522539	4.87499613	-585.94309848
32.82916667	72327.93384155	0.01760414	0.03423260	0.00004841	1029.14313727	1029.13835872	0.00962772	48.20349806	23.30962621	4.87528241	-585.93453780
32.83333333	72346.58297687	0.01760584	0.03421239	0.00004839	1029.14313606	1029.13835784	0.00962341	48.22048669	23.31402746	4.87556848	-585.92598218
32.83750000	72365.25376010	0.01760754	0.03419218	0.00004838	1029.14313485	1029.13835696	0.00961911	48.23749062	23.31842913	4.87585434	-585.91743161
32.84166667	72383.94624160	0.01760924	0.03417197	0.00004837	1029.14313365	1029.13835607	0.00961481	48.25450988	23.32283123	4.87614000	-585.90888609
32.84583333	72402.66047187	0.01761094	0.03415176	0.00004836	1029.14313244	1029.13835519	0.00961051	48.27154450	23.32723375	4.87642545	-585.90034562
32.85000000	72421.39650156	0.01761265	0.03413155	0.00004834	1029.14313123	1029.13835431	0.00960621	48.28859448	23.33163670	4.87671069	-585.89181021
32.85416667	72440.15438145	0.01761435	0.03411133	0.00004833	1029.14313002	1029.13835343	0.00960191	48.30565987	23.33604007	4.87699572	-585.88327985
32.85833333	72458.93416243	0.01761606	0.03409111	0.00004832	1029.14312881	1029.13835255	0.00959761	48.32274069	23.34044388	4.87728054	-585.87475454
32.86250000	72477.73589555	0.01761777	0.03407089	0.00004831	1029.14312759	1029.13835167	0.00959331	48.33983695	23.34484810	4.87756515	-585.86623429
32.86666667	72496.55963199	0.01761948	0.03405067	0.00004829	1029.14312638	1029.13835079	0.00958901	48.35694869	23.34925276	4.87784955	-585.85771910
32.87083333	72515.40542307	0.01762119	0.03403044	0.00004828	1029.14312516	1029.13834991	0.00958472	48.37407594	23.35365784	4.87813375	-585.84920896
32.87500000	72534.27332024	0.01762290	0.03401022	0.00004827	1029.14312395	1029.13834903	0.00958042	48.39121870	23.35806335	4.87841773	-585.84070388
32.87916667	72553.16337508	0.01762461	0.03398999	0.00004826	1029.14312273	1029.13834815	0.00957612	48.40837702	23.36246929	4.87870151	-585.83220385
32.88333333	72572.07563932	0.01762632	0.03396976	0.00004824	1029.14312151	1029.13834727	0.00957183	48.42555091	23.36687566	4.87898508	-585.82370888
32.88750000	72591.01016482	0.01762804	0.03394953	0.00004823	1029.14312030	1029.13834639	0.00956753	48.44274040	23.37128245	4.87926843	-585.81521897
32.89166667	72609.96700357	0.01762975	0.03392929	0.00004822	1029.14311908	1029.13834552	0.00956323	48.45994551	23.37568968	4.87955158	-585.80673412
32.89583333	72628.94620772	0.01763147	0.03390906	0.00004821	1029.14311785	1029.13834464	0.00955894	48.47716628	23.38009733	4.87983451	-585.79825433
32.90000000	72647.94782955	0.01763319	0.03388882	0.00004819	1029.14311663	1029.13834376	0.00955464	48.49440272	23.38450541	4.88011724	-585.78977959
32.90416667	72666.97192145	0.01763491	0.03386858	0.00004818	1029.14311541	1029.13834289	0.00955035	48.51165486	23.38891392	4.88039975	-585.78130992
32.90833333	72686.01853599	0.01763663	0.03384833	0.00004817	1029.14311418	1029.13834201	0.00954606	48.52892273	23.39332287	4.88068206	-585.77284531
